runtime, instance number, max population size, population size, max offspring, number of offspring, mean
3.692, 1, 10, 9, 50,49, 1.470919789240323
5.595, 1, 11, 10, 1,0, 1.5378920326370682
5.361, 1, 11, 10, 2,1, 1.4720284005003765
5.143, 1, 11, 10, 3,2, 1.4324258705012258
4.881, 1, 11, 10, 4,3, 1.447939774506779
4.789, 1, 11, 10, 5,4, 1.4580833973079206
4.62, 1, 11, 10, 6,5, 1.4176799186745035
4.48, 1, 11, 10, 7,6, 1.4266290325999276
4.454, 1, 11, 10, 8,7, 1.3954396224293146
4.341, 1, 11, 10, 9,8, 1.3668392603046808
4.306, 1, 11, 10, 10,9, 1.4061271061509812
4.237, 1, 11, 10, 11,10, 1.4064909755983788
4.223, 1, 11, 10, 12,11, 1.3706583132810346
4.22, 1, 11, 10, 13,12, 1.3973959660605761
4.1, 1, 11, 10, 14,13, 1.388580151053637
4.105, 1, 11, 10, 15,14, 1.3529599121294684
4.038, 1, 11, 10, 16,15, 1.374982481249352
4.042, 1, 11, 10, 17,16, 1.4263095189413921
3.986, 1, 11, 10, 18,17, 1.3728498234114528
4.002, 1, 11, 10, 19,18, 1.4052464433386962
3.961, 1, 11, 10, 20,19, 1.3727449913633443
3.983, 1, 11, 10, 21,20, 1.4219348819534945
3.947, 1, 11, 10, 22,21, 1.4009950422553796
3.893, 1, 11, 10, 23,22, 1.3863380679381823
3.944, 1, 11, 10, 24,23, 1.3916548984971373
3.885, 1, 11, 10, 25,24, 1.3823492159046338
3.906, 1, 11, 10, 26,25, 1.4062731210545887
3.858, 1, 11, 10, 27,26, 1.3840309676828015
3.882, 1, 11, 10, 28,27, 1.3764209005927541
3.818, 1, 11, 10, 29,28, 1.3936128175645153
3.834, 1, 11, 10, 30,29, 1.4013961394512715
3.807, 1, 11, 10, 31,30, 1.3876587209433455
3.832, 1, 11, 10, 32,31, 1.415247231536198
3.804, 1, 11, 10, 33,32, 1.3894135461920418
3.815, 1, 11, 10, 34,33, 1.4171380367425366
3.769, 1, 11, 10, 35,34, 1.3840812415571082
3.825, 1, 11, 10, 36,35, 1.429154250703848
3.73, 1, 11, 10, 37,36, 1.3931823701591557
3.769, 1, 11, 10, 38,37, 1.392815950919338
3.772, 1, 11, 10, 39,38, 1.4498687945343147
3.789, 1, 11, 10, 40,39, 1.4114078597732633
3.739, 1, 11, 10, 41,40, 1.4037973373240793
3.818, 1, 11, 10, 42,41, 1.4094206663623152
3.716, 1, 11, 10, 43,42, 1.4040172241641622
3.787, 1, 11, 10, 44,43, 1.4162767208125424
3.733, 1, 11, 10, 45,44, 1.4267691135708302
3.726, 1, 11, 10, 46,45, 1.4328041286429447
3.735, 1, 11, 10, 47,46, 1.4403714402398975
3.756, 1, 11, 10, 48,47, 1.4169985636421674
3.733, 1, 11, 10, 49,48, 1.4099135470009514
3.815, 1, 11, 10, 50,49, 1.4910330394160178
5.608, 1, 12, 11, 1,0, 1.52316785511389
5.343, 1, 12, 11, 2,1, 1.4503745450306957
5.144, 1, 12, 11, 3,2, 1.4392301876059643
4.983, 1, 12, 11, 4,3, 1.4451076360730508
4.75, 1, 12, 11, 5,4, 1.4629445444278883
4.618, 1, 12, 11, 6,5, 1.40294348543897
4.582, 1, 12, 11, 7,6, 1.4492036821288716
4.458, 1, 12, 11, 8,7, 1.3979997168961344
4.408, 1, 12, 11, 9,8, 1.4409720108965607
4.277, 1, 12, 11, 10,9, 1.4411276741362085
4.257, 1, 12, 11, 11,10, 1.397928994573182
4.163, 1, 12, 11, 12,11, 1.3689749429368698
4.179, 1, 12, 11, 13,12, 1.4083522099981178
4.171, 1, 12, 11, 14,13, 1.4140800682619852
4.069, 1, 12, 11, 15,14, 1.4376895121480264
4.102, 1, 12, 11, 16,15, 1.4185642700154295
4.031, 1, 12, 11, 17,16, 1.4081930064074197
4.059, 1, 12, 11, 18,17, 1.4082230382784588
3.985, 1, 12, 11, 19,18, 1.4000844619876402
3.989, 1, 12, 11, 20,19, 1.3969475488750893
3.961, 1, 12, 11, 21,20, 1.4083058713572727
4.01, 1, 12, 11, 22,21, 1.354570545228158
3.926, 1, 12, 11, 23,22, 1.4158872328670884
3.944, 1, 12, 11, 24,23, 1.4339496930827207
3.893, 1, 12, 11, 25,24, 1.383103530665842
3.894, 1, 12, 11, 26,25, 1.4367524516554142
3.886, 1, 12, 11, 27,26, 1.3913349461073208
3.839, 1, 12, 11, 28,27, 1.4382382557401017
3.893, 1, 12, 11, 29,28, 1.4256130071361799
3.85, 1, 12, 11, 30,29, 1.3725783333965818
3.85, 1, 12, 11, 31,30, 1.3944554833187053
3.801, 1, 12, 11, 32,31, 1.4269095381293346
3.846, 1, 12, 11, 33,32, 1.4236006883486623
3.779, 1, 12, 11, 34,33, 1.3937787788012548
3.85, 1, 12, 11, 35,34, 1.397605793872184
3.762, 1, 12, 11, 36,35, 1.384046557998837
3.78, 1, 12, 11, 37,36, 1.4420819363124973
3.775, 1, 12, 11, 38,37, 1.466345741680635
3.807, 1, 12, 11, 39,38, 1.422048768459362
3.761, 1, 12, 11, 40,39, 1.4306304990220116
3.779, 1, 12, 11, 41,40, 1.4303703058421884
3.739, 1, 12, 11, 42,41, 1.4362570240387411
3.811, 1, 12, 11, 43,42, 1.4263685697029391
3.746, 1, 12, 11, 44,43, 1.4169598266674892
3.769, 1, 12, 11, 45,44, 1.4242130239273265
3.751, 1, 12, 11, 46,45, 1.4266800234104615
3.761, 1, 12, 11, 47,46, 1.4249362495668876
3.741, 1, 12, 11, 48,47, 1.4220308939191677
3.769, 1, 12, 11, 49,48, 1.4191756829667528
3.721, 1, 12, 11, 50,49, 1.413104654240349
5.549, 1, 13, 12, 1,0, 1.5265591532497431
5.276, 1, 13, 12, 2,1, 1.461562318325607
5.032, 1, 13, 12, 3,2, 1.4574588353912237
4.886, 1, 13, 12, 4,3, 1.404748067808581
4.728, 1, 13, 12, 5,4, 1.4074627787553493
4.566, 1, 13, 12, 6,5, 1.4432776538400627
4.569, 1, 13, 12, 7,6, 1.3823061613052081
4.434, 1, 13, 12, 8,7, 1.3806283544961326
4.384, 1, 13, 12, 9,8, 1.4078104482115148
4.362, 1, 13, 12, 10,9, 1.4495844224490377
4.25, 1, 13, 12, 11,10, 1.4391106222063308
4.288, 1, 13, 12, 12,11, 1.4354496651324162
4.166, 1, 13, 12, 13,12, 1.3945848725998737
4.175, 1, 13, 12, 14,13, 1.4013114473126054
4.122, 1, 13, 12, 15,14, 1.3960051773476938
4.107, 1, 13, 12, 16,15, 1.4041820564135414
4.087, 1, 13, 12, 17,16, 1.405134007422785
4.017, 1, 13, 12, 18,17, 1.3910562524028751
4.024, 1, 13, 12, 19,18, 1.4143907263794049
3.988, 1, 13, 12, 20,19, 1.378197310112822
4.002, 1, 13, 12, 21,20, 1.4357218986312064
3.951, 1, 13, 12, 22,21, 1.3974358961841804
3.978, 1, 13, 12, 23,22, 1.3711903690708065
3.942, 1, 13, 12, 24,23, 1.4138568756973597
3.959, 1, 13, 12, 25,24, 1.4015340659373485
3.902, 1, 13, 12, 26,25, 1.4290887197700486
3.903, 1, 13, 12, 27,26, 1.4084195918972209
3.889, 1, 13, 12, 28,27, 1.414808159311764
3.905, 1, 13, 12, 29,28, 1.383342134701834
3.842, 1, 13, 12, 30,29, 1.4513438440003976
3.858, 1, 13, 12, 31,30, 1.3990225877464453
3.861, 1, 13, 12, 32,31, 1.438205475578972
3.863, 1, 13, 12, 33,32, 1.4240071232082308
3.866, 1, 13, 12, 34,33, 1.4180111866082497
3.818, 1, 13, 12, 35,34, 1.3937514054525995
3.874, 1, 13, 12, 36,35, 1.4302523974449037
3.84, 1, 13, 12, 37,36, 1.4177957241055588
3.827, 1, 13, 12, 38,37, 1.4239732528316957
3.773, 1, 13, 12, 39,38, 1.4177249827201868
3.833, 1, 13, 12, 40,39, 1.4279437391166607
3.78, 1, 13, 12, 41,40, 1.4449851169157806
3.813, 1, 13, 12, 42,41, 1.4182821577229174
3.765, 1, 13, 12, 43,42, 1.4351001449540248
3.807, 1, 13, 12, 44,43, 1.4309723279745181
3.778, 1, 13, 12, 45,44, 1.446699299804839
3.821, 1, 13, 12, 46,45, 1.4471097182568153
3.783, 1, 13, 12, 47,46, 1.433142477973774
3.784, 1, 13, 12, 48,47, 1.4406350669262387
3.767, 1, 13, 12, 49,48, 1.4100051392226212
3.813, 1, 13, 12, 50,49, 1.4392976615492514
5.604, 1, 14, 13, 1,0, 1.536225892046075
5.385, 1, 14, 13, 2,1, 1.4730718970975734
5.164, 1, 14, 13, 3,2, 1.4820561524792653
4.998, 1, 14, 13, 4,3, 1.4265643965577208
4.774, 1, 14, 13, 5,4, 1.400726321598929
4.723, 1, 14, 13, 6,5, 1.4306963095981224
4.53, 1, 14, 13, 7,6, 1.4392828292117794
4.524, 1, 14, 13, 8,7, 1.4359569982794775
4.459, 1, 14, 13, 9,8, 1.4040074856559923
4.331, 1, 14, 13, 10,9, 1.4234065188409308
4.323, 1, 14, 13, 11,10, 1.4312784212837346
4.569, 1, 14, 13, 12,11, 1.4126283306448146
4.245, 1, 14, 13, 13,12, 1.4536352648205484
4.174, 1, 14, 13, 14,13, 1.4289537980124651
4.153, 1, 14, 13, 15,14, 1.4055912520766467
4.121, 1, 14, 13, 16,15, 1.4172472954406357
4.055, 1, 14, 13, 17,16, 1.4369219402193945
4.109, 1, 14, 13, 18,17, 1.4106064415313244
4.015, 1, 14, 13, 19,18, 1.4258329924743027
4.068, 1, 14, 13, 20,19, 1.4142145208809933
4.006, 1, 14, 13, 21,20, 1.4330424787759535
3.974, 1, 14, 13, 22,21, 1.4087814897050375
3.955, 1, 14, 13, 23,22, 1.4638787143163883
4.0, 1, 14, 13, 24,23, 1.4478490473662626
3.935, 1, 14, 13, 25,24, 1.4074124949323936
3.945, 1, 14, 13, 26,25, 1.4331592813498735
3.905, 1, 14, 13, 27,26, 1.4438152982287402
3.927, 1, 14, 13, 28,27, 1.4304677721436616
3.904, 1, 14, 13, 29,28, 1.3954929555839095
3.868, 1, 14, 13, 30,29, 1.4141974542375482
3.907, 1, 14, 13, 31,30, 1.4437947051246538
3.856, 1, 14, 13, 32,31, 1.4515206043856637
3.888, 1, 14, 13, 33,32, 1.4113965711028709
3.848, 1, 14, 13, 34,33, 1.416280118517173
3.869, 1, 14, 13, 35,34, 1.4625255819139835
3.831, 1, 14, 13, 36,35, 1.430453859623553
3.846, 1, 14, 13, 37,36, 1.4312578227129757
3.82, 1, 14, 13, 38,37, 1.420797469873126
3.854, 1, 14, 13, 39,38, 1.4206176820977339
3.802, 1, 14, 13, 40,39, 1.4214635724529099
3.837, 1, 14, 13, 41,40, 1.4270734259448528
3.809, 1, 14, 13, 42,41, 1.4266800032072766
3.835, 1, 14, 13, 43,42, 1.4514693507500085
3.807, 1, 14, 13, 44,43, 1.4464377617842992
3.838, 1, 14, 13, 45,44, 1.450418771006261
3.8, 1, 14, 13, 46,45, 1.4362859481945889
3.847, 1, 14, 13, 47,46, 1.4882061431314444
3.776, 1, 14, 13, 48,47, 1.4232657452776483
3.804, 1, 14, 13, 49,48, 1.4667982745396644
3.759, 1, 14, 13, 50,49, 1.4319024981975026
5.616, 1, 15, 14, 1,0, 1.5362572217892687
5.415, 1, 15, 14, 2,1, 1.5010413514929186
5.157, 1, 15, 14, 3,2, 1.5008546379510195
4.974, 1, 15, 14, 4,3, 1.493276846277286
4.888, 1, 15, 14, 5,4, 1.442289593324311
4.701, 1, 15, 14, 6,5, 1.4523985204034608
4.609, 1, 15, 14, 7,6, 1.4697576724753885
4.492, 1, 15, 14, 8,7, 1.395976143345734
4.4, 1, 15, 14, 9,8, 1.402999286346385
4.391, 1, 15, 14, 10,9, 1.4192998645737338
4.316, 1, 15, 14, 11,10, 1.4537883157515572
4.252, 1, 15, 14, 12,11, 1.4025887225775733
4.251, 1, 15, 14, 13,12, 1.4384937823567443
4.182, 1, 15, 14, 14,13, 1.419876859157872
4.175, 1, 15, 14, 15,14, 1.4385131580826676
4.129, 1, 15, 14, 16,15, 1.3947613909656238
4.086, 1, 15, 14, 17,16, 1.4057420741060231
4.051, 1, 15, 14, 18,17, 1.4028250782083203
4.063, 1, 15, 14, 19,18, 1.4076949373890595
4.007, 1, 15, 14, 20,19, 1.437224428451418
4.131, 1, 15, 14, 21,20, 1.4720998352997563
4.013, 1, 15, 14, 22,21, 1.3997506154764427
3.951, 1, 15, 14, 23,22, 1.4610669769687428
4.005, 1, 15, 14, 24,23, 1.4339749910334927
3.962, 1, 15, 14, 25,24, 1.4344510478411454
3.959, 1, 15, 14, 26,25, 1.4198241337016466
3.96, 1, 15, 14, 27,26, 1.4704935599576427
3.951, 1, 15, 14, 28,27, 1.4591769085521817
3.92, 1, 15, 14, 29,28, 1.438592349231104
3.92, 1, 15, 14, 30,29, 1.4268610733762481
3.877, 1, 15, 14, 31,30, 1.436058781043187
3.972, 1, 15, 14, 32,31, 1.4620408762019088
3.866, 1, 15, 14, 33,32, 1.4185850066319767
3.918, 1, 15, 14, 34,33, 1.445103572875545
3.871, 1, 15, 14, 35,34, 1.422156019352356
3.889, 1, 15, 14, 36,35, 1.4512348067756011
3.859, 1, 15, 14, 37,36, 1.4500063692386123
3.838, 1, 15, 14, 38,37, 1.4346332134746949
3.83, 1, 15, 14, 39,38, 1.4223045875664182
3.826, 1, 15, 14, 40,39, 1.469183110601497
3.844, 1, 15, 14, 41,40, 1.4440663695890472
3.813, 1, 15, 14, 42,41, 1.4431197346602773
3.877, 1, 15, 14, 43,42, 1.4253842456911685
3.812, 1, 15, 14, 44,43, 1.4501700316546295
3.856, 1, 15, 14, 45,44, 1.4483769014471846
3.796, 1, 15, 14, 46,45, 1.4508448254964883
3.839, 1, 15, 14, 47,46, 1.465992372722045
3.813, 1, 15, 14, 48,47, 1.4220397150187822
3.832, 1, 15, 14, 49,48, 1.4654317382668587
3.792, 1, 15, 14, 50,49, 1.4774180343678185
5.591, 1, 16, 15, 1,0, 1.5754279469493153
5.344, 1, 16, 15, 2,1, 1.4831593444961422
5.075, 1, 16, 15, 3,2, 1.516140720438686
4.935, 1, 16, 15, 4,3, 1.4683625342839937
4.8, 1, 16, 15, 5,4, 1.427530315771143
4.641, 1, 16, 15, 6,5, 1.4441753293807347
4.585, 1, 16, 15, 7,6, 1.411037370999043
4.488, 1, 16, 15, 8,7, 1.429804806385778
4.439, 1, 16, 15, 9,8, 1.4400230508736314
4.384, 1, 16, 15, 10,9, 1.404567448043204
4.284, 1, 16, 15, 11,10, 1.398857048570282
4.303, 1, 16, 15, 12,11, 1.420233600907906
4.219, 1, 16, 15, 13,12, 1.399376753580687
4.214, 1, 16, 15, 14,13, 1.4234851637806178
4.17, 1, 16, 15, 15,14, 1.4150133437083194
4.142, 1, 16, 15, 16,15, 1.4339453887609688
4.123, 1, 16, 15, 17,16, 1.419385890563531
4.056, 1, 16, 15, 18,17, 1.440965021598998
4.153, 1, 16, 15, 19,18, 1.4503053511354627
4.036, 1, 16, 15, 20,19, 1.4554446264899306
4.103, 1, 16, 15, 21,20, 1.4221383986394565
4.015, 1, 16, 15, 22,21, 1.4382963141311254
4.015, 1, 16, 15, 23,22, 1.4279153020377937
3.974, 1, 16, 15, 24,23, 1.4013762098568208
3.972, 1, 16, 15, 25,24, 1.4375063717286463
3.918, 1, 16, 15, 26,25, 1.4582949193811139
3.977, 1, 16, 15, 27,26, 1.4589810268231362
3.961, 1, 16, 15, 28,27, 1.4310926289972887
3.938, 1, 16, 15, 29,28, 1.405566667200138
3.938, 1, 16, 15, 30,29, 1.4446928643118189
3.886, 1, 16, 15, 31,30, 1.4394197166023046
3.929, 1, 16, 15, 32,31, 1.4394530598882187
3.88, 1, 16, 15, 33,32, 1.4437506303836163
3.913, 1, 16, 15, 34,33, 1.4434241549069182
3.858, 1, 16, 15, 35,34, 1.4486973676718267
3.891, 1, 16, 15, 36,35, 1.448916890886178
3.849, 1, 16, 15, 37,36, 1.459309187006418
3.884, 1, 16, 15, 38,37, 1.459265668391604
3.83, 1, 16, 15, 39,38, 1.4680455970509623
3.892, 1, 16, 15, 40,39, 1.4187870777078129
3.825, 1, 16, 15, 41,40, 1.446992164816073
3.879, 1, 16, 15, 42,41, 1.4442074719270888
3.839, 1, 16, 15, 43,42, 1.4507048923734485
3.856, 1, 16, 15, 44,43, 1.499812768592426
3.86, 1, 16, 15, 45,44, 1.442324158255422
3.889, 1, 16, 15, 46,45, 1.5132306839287852
3.814, 1, 16, 15, 47,46, 1.4832362568609132
3.842, 1, 16, 15, 48,47, 1.435246969237602
3.8, 1, 16, 15, 49,48, 1.4893696323777936
3.869, 1, 16, 15, 50,49, 1.491679235509381
5.634, 1, 17, 16, 1,0, 1.610199478487506
5.354, 1, 17, 16, 2,1, 1.5216047986836203
5.185, 1, 17, 16, 3,2, 1.4836283750247656
5.018, 1, 17, 16, 4,3, 1.4816518806783048
4.818, 1, 17, 16, 5,4, 1.4510972228114267
4.718, 1, 17, 16, 6,5, 1.4647319347486525
4.643, 1, 17, 16, 7,6, 1.4298181444614966
4.523, 1, 17, 16, 8,7, 1.4744874463816813
4.464, 1, 17, 16, 9,8, 1.4454945762618139
4.392, 1, 17, 16, 10,9, 1.4205429460020276
4.314, 1, 17, 16, 11,10, 1.4671482474505564
4.344, 1, 17, 16, 12,11, 1.4330791102057963
4.231, 1, 17, 16, 13,12, 1.4313183844901012
4.243, 1, 17, 16, 14,13, 1.452089256956358
4.19, 1, 17, 16, 15,14, 1.4262669349778923
4.211, 1, 17, 16, 16,15, 1.437293117557564
4.101, 1, 17, 16, 17,16, 1.4604715125532133
4.114, 1, 17, 16, 18,17, 1.4557194281116552
4.1, 1, 17, 16, 19,18, 1.4173182072962276
4.059, 1, 17, 16, 20,19, 1.4566115118475813
4.057, 1, 17, 16, 21,20, 1.4351423675042803
4.015, 1, 17, 16, 22,21, 1.4269070096702219
4.025, 1, 17, 16, 23,22, 1.4349144826642821
3.992, 1, 17, 16, 24,23, 1.4330184265485322
4.019, 1, 17, 16, 25,24, 1.4218143482024543
3.968, 1, 17, 16, 26,25, 1.423020830089641
4.011, 1, 17, 16, 27,26, 1.4807822162678195
3.94, 1, 17, 16, 28,27, 1.4580099004271372
3.947, 1, 17, 16, 29,28, 1.4562587915696468
3.975, 1, 17, 16, 30,29, 1.4884866114814403
3.947, 1, 17, 16, 31,30, 1.4526579848512773
3.952, 1, 17, 16, 32,31, 1.4408644335227911
3.905, 1, 17, 16, 33,32, 1.4378457593725051
3.924, 1, 17, 16, 34,33, 1.4634660996960576
3.908, 1, 17, 16, 35,34, 1.4735538259356715
3.93, 1, 17, 16, 36,35, 1.4627549994686766
3.886, 1, 17, 16, 37,36, 1.4681505678960014
3.928, 1, 17, 16, 38,37, 1.4616335014682673
3.858, 1, 17, 16, 39,38, 1.4678595284491969
3.903, 1, 17, 16, 40,39, 1.4575407587210494
3.835, 1, 17, 16, 41,40, 1.4637765329993928
3.886, 1, 17, 16, 42,41, 1.4675857782723294
3.855, 1, 17, 16, 43,42, 1.459936459397886
3.915, 1, 17, 16, 44,43, 1.4767560411415874
3.829, 1, 17, 16, 45,44, 1.4973245253714258
3.916, 1, 17, 16, 46,45, 1.4824197455208146
3.822, 1, 17, 16, 47,46, 1.4609909700500219
3.877, 1, 17, 16, 48,47, 1.4788225552985925
3.849, 1, 17, 16, 49,48, 1.4686150553776116
3.88, 1, 17, 16, 50,49, 1.4855703006837988
5.68, 1, 18, 17, 1,0, 1.5745804496185574
5.383, 1, 18, 17, 2,1, 1.5415926627540015
5.208, 1, 18, 17, 3,2, 1.4715382006064874
5.017, 1, 18, 17, 4,3, 1.4828067229974826
4.82, 1, 18, 17, 5,4, 1.478585688623404
4.725, 1, 18, 17, 6,5, 1.4332639513058933
4.634, 1, 18, 17, 7,6, 1.4639363101651894
4.522, 1, 18, 17, 8,7, 1.4460359181347382
4.464, 1, 18, 17, 9,8, 1.4372537975425304
4.382, 1, 18, 17, 10,9, 1.430335163684045
4.345, 1, 18, 17, 11,10, 1.484647113402549
4.394, 1, 18, 17, 12,11, 1.4269576680727158
4.232, 1, 18, 17, 13,12, 1.451399453556623
4.259, 1, 18, 17, 14,13, 1.4705716748405862
4.209, 1, 18, 17, 15,14, 1.4251296255462136
4.17, 1, 18, 17, 16,15, 1.4168763439997507
4.11, 1, 18, 17, 17,16, 1.4515974252995896
4.138, 1, 18, 17, 18,17, 1.4478816031320716
4.094, 1, 18, 17, 19,18, 1.457120501352294
4.054, 1, 18, 17, 20,19, 1.4128762010537634
4.069, 1, 18, 17, 21,20, 1.4291699856317852
4.038, 1, 18, 17, 22,21, 1.502513329221863
4.028, 1, 18, 17, 23,22, 1.4444207574978989
3.989, 1, 18, 17, 24,23, 1.4145793579593702
4.044, 1, 18, 17, 25,24, 1.4950265126713
3.963, 1, 18, 17, 26,25, 1.43526636630327
3.986, 1, 18, 17, 27,26, 1.455998191745574
3.942, 1, 18, 17, 28,27, 1.4519911616244614
3.956, 1, 18, 17, 29,28, 1.4426438211624235
4.064, 1, 18, 17, 30,29, 1.4642183627527838
3.975, 1, 18, 17, 31,30, 1.4838520996389009
3.936, 1, 18, 17, 32,31, 1.4720557894353348
3.919, 1, 18, 17, 33,32, 1.4525110265771672
3.892, 1, 18, 17, 34,33, 1.4529886785041535
3.89, 1, 18, 17, 35,34, 1.4607153225833653
3.921, 1, 18, 17, 36,35, 1.4550719648766324
3.885, 1, 18, 17, 37,36, 1.4570655630741849
3.9, 1, 18, 17, 38,37, 1.474231458956423
3.863, 1, 18, 17, 39,38, 1.4645760045308764
3.872, 1, 18, 17, 40,39, 1.4743346595502675
3.881, 1, 18, 17, 41,40, 1.4527331025560912
3.871, 1, 18, 17, 42,41, 1.4793230077457125
3.853, 1, 18, 17, 43,42, 1.4686968114421313
3.912, 1, 18, 17, 44,43, 1.4290696690392797
3.878, 1, 18, 17, 45,44, 1.4706651434551985
3.911, 1, 18, 17, 46,45, 1.501132265206437
3.848, 1, 18, 17, 47,46, 1.48402762092875
3.874, 1, 18, 17, 48,47, 1.4741074755061598
3.859, 1, 18, 17, 49,48, 1.476755741610817
3.849, 1, 18, 17, 50,49, 1.486185735878387
5.649, 1, 19, 18, 1,0, 1.5721621755187671
5.356, 1, 19, 18, 2,1, 1.5165574543953686
5.23, 1, 19, 18, 3,2, 1.520965739111806
4.989, 1, 19, 18, 4,3, 1.5012542065226426
4.855, 1, 19, 18, 5,4, 1.4540633022855889
4.74, 1, 19, 18, 6,5, 1.444338637805354
4.657, 1, 19, 18, 7,6, 1.4738090890207067
4.55, 1, 19, 18, 8,7, 1.4581744015556999
4.519, 1, 19, 18, 9,8, 1.4874889937042541
4.417, 1, 19, 18, 10,9, 1.4490364916526246
4.273, 1, 19, 18, 11,10, 1.468089102413987
4.104, 1, 19, 18, 12,11, 1.4387415576555396
4.029, 1, 19, 18, 13,12, 1.4364405643358094
4.004, 1, 19, 18, 14,13, 1.4305924284635794
3.978, 1, 19, 18, 15,14, 1.4600766400549356
3.945, 1, 19, 18, 16,15, 1.441964059626787
3.898, 1, 19, 18, 17,16, 1.4352376817510621
3.926, 1, 19, 18, 18,17, 1.4607318923808177
3.856, 1, 19, 18, 19,18, 1.422891896436622
3.877, 1, 19, 18, 20,19, 1.4200812443401367
3.832, 1, 19, 18, 21,20, 1.4531922340654742
3.825, 1, 19, 18, 22,21, 1.448891450065404
3.845, 1, 19, 18, 23,22, 1.4609389093398013
3.77, 1, 19, 18, 24,23, 1.481663707237831
3.792, 1, 19, 18, 25,24, 1.4412608538630456
3.782, 1, 19, 18, 26,25, 1.4844193568319572
3.737, 1, 19, 18, 27,26, 1.4754378167323259
3.758, 1, 19, 18, 28,27, 1.4819567739474062
3.752, 1, 19, 18, 29,28, 1.4518039363953181
3.721, 1, 19, 18, 30,29, 1.4640697867723917
3.735, 1, 19, 18, 31,30, 1.471421901158709
3.74, 1, 19, 18, 32,31, 1.4654493472370083
3.699, 1, 19, 18, 33,32, 1.4589276806369424
3.723, 1, 19, 18, 34,33, 1.5256268520021123
3.7, 1, 19, 18, 35,34, 1.4627032548756276
3.698, 1, 19, 18, 36,35, 1.471389226236457
3.764, 1, 19, 18, 37,36, 1.484063937741582
3.672, 1, 19, 18, 38,37, 1.4777767275826903
3.67, 1, 19, 18, 39,38, 1.4488607393820296
3.717, 1, 19, 18, 40,39, 1.499571477107771
3.651, 1, 19, 18, 41,40, 1.4849673018102647
3.653, 1, 19, 18, 42,41, 1.4756899807893455
3.696, 1, 19, 18, 43,42, 1.5147701894163055
3.654, 1, 19, 18, 44,43, 1.5180898208021694
3.684, 1, 19, 18, 45,44, 1.5100584034887101
3.667, 1, 19, 18, 46,45, 1.4799007958933177
3.634, 1, 19, 18, 47,46, 1.5003015230473522
3.716, 1, 19, 18, 48,47, 1.4791109123132145
3.644, 1, 19, 18, 49,48, 1.485673051376514
3.629, 1, 19, 18, 50,49, 1.500934354477943
5.335, 1, 20, 19, 1,0, 1.5991337641846892
5.104, 1, 20, 19, 2,1, 1.5374554217489238
4.927, 1, 20, 19, 3,2, 1.5084900056161694
4.718, 1, 20, 19, 4,3, 1.4857981187576041
4.622, 1, 20, 19, 5,4, 1.4602543556820677
4.463, 1, 20, 19, 6,5, 1.4730333236038586
4.392, 1, 20, 19, 7,6, 1.4572180852705456
4.304, 1, 20, 19, 8,7, 1.4486917529702794
4.226, 1, 20, 19, 9,8, 1.4666479700604913
4.209, 1, 20, 19, 10,9, 1.4486020129614672
4.105, 1, 20, 19, 11,10, 1.4238383545840685
4.103, 1, 20, 19, 12,11, 1.4354403948727976
4.075, 1, 20, 19, 13,12, 1.4496579980980813
3.998, 1, 20, 19, 14,13, 1.4268855649075447
4.051, 1, 20, 19, 15,14, 1.4394068362402326
3.989, 1, 20, 19, 16,15, 1.4709072681235744
3.914, 1, 20, 19, 17,16, 1.4441035467664902
3.954, 1, 20, 19, 18,17, 1.4350934751693079
3.897, 1, 20, 19, 19,18, 1.4385292617031307
3.891, 1, 20, 19, 20,19, 1.4040923904873928
3.842, 1, 20, 19, 21,20, 1.4431049226721586
4.028, 1, 20, 19, 22,21, 1.448621256965009
3.898, 1, 20, 19, 23,22, 1.4294810378939204
3.811, 1, 20, 19, 24,23, 1.4575987136182467
3.791, 1, 20, 19, 25,24, 1.4428511592154412
3.793, 1, 20, 19, 26,25, 1.4597142709038815
3.792, 1, 20, 19, 27,26, 1.504428557130705
3.781, 1, 20, 19, 28,27, 1.4251868639018472
3.766, 1, 20, 19, 29,28, 1.4928095377880954
3.744, 1, 20, 19, 30,29, 1.4805167609606278
3.779, 1, 20, 19, 31,30, 1.5109600361308062
3.747, 1, 20, 19, 32,31, 1.5171503864414917
3.709, 1, 20, 19, 33,32, 1.4987524542560113
3.765, 1, 20, 19, 34,33, 1.45908545408923
3.73, 1, 20, 19, 35,34, 1.4925688708444766
3.704, 1, 20, 19, 36,35, 1.462187458777843
3.739, 1, 20, 19, 37,36, 1.492907673573066
3.689, 1, 20, 19, 38,37, 1.4822229770882174
3.701, 1, 20, 19, 39,38, 1.4795760423894504
3.708, 1, 20, 19, 40,39, 1.4833252993188746
3.678, 1, 20, 19, 41,40, 1.5102372607652506
3.68, 1, 20, 19, 42,41, 1.5085027841501486
3.759, 1, 20, 19, 43,42, 1.4956383872780836
3.693, 1, 20, 19, 44,43, 1.4887166819545128
3.693, 1, 20, 19, 45,44, 1.5236199662620828
3.66, 1, 20, 19, 46,45, 1.5028960180296111
3.678, 1, 20, 19, 47,46, 1.5090613021642054
3.711, 1, 20, 19, 48,47, 1.5043190213172104
3.656, 1, 20, 19, 49,48, 1.4831484501041936
3.664, 1, 20, 19, 50,49, 1.5104127610620288
5.371, 1, 21, 20, 1,0, 1.5983073290764955
